ppm,exposure_time_min,replicate,R,G,B,H,S,V,L,a,b,DeltaE,risk_category
0.0,0,13,93.22681026832485,149.41809329579974,130.86250931922262,81.18612347307871,98.8068658475971,149.41809329579974,148.5173535025671,103.91991266464751,131.7586198683558,0.58,Normal / Safe
0.0,30,14,91.1379361885799,150.3677526694902,132.50973144627997,80.48892977508314,101.30189051611922,150.3677526694902,146.27531113375846,103.22466389404306,132.77314085588924,2.04,Normal / Safe
0.0,5,15,94.10780795881728,153.08848863023786,130.67903877220536,80.61534242287686,97.51970255339002,153.08848863023786,149.38474391251293,105.70660495367846,132.87358941563537,2.36,Normal / Safe
0.0,5,16,93.3312674216244,151.9082246962715,130.91955301071178,80.09509934638646,98.56961331110793,151.9082246962715,148.9255056635727,105.24894069913991,132.06564915811123,1.56,Normal / Safe
0.0,15,17,90.82512006149564,150.51690772569148,133.22027582605452,78.65370352534907,99.68237980381238,150.51690772569148,149.96071413142363,102.39251676543877,132.1846338585323,2.54,Normal / Safe
0.0,0,18,93.50072841164315,151.2286312933889,131.09790413164242,79.2300784647028,101.44845816864411,151.2286312933889,148.70756093729048,103.71451069901367,133.06529246884594,1.31,Normal / Safe
0.0,0,19,90.97996291763226,151.3483805457415,132.43960870994803,79.42847287296046,104.59732353343426,151.3483805457415,148.7107493813677,102.80869650279735,132.65655360863383,1.53,Normal / Safe
0.0,5,20,91.99271458302346,150.42501504060115,131.30620970969738,78.83125396850583,101.60168849692933,150.42501504060115,149.43762075431994,104.41811852195559,130.11347195421436,2.41,Normal / Safe
0.0,0,21,89.94519341492555,149.8423288757601,133.31801032228634,80.14060823770929,102.6281459120599,149.8423288757601,148.806940005538,106.73442215906174,132.09376543015193,2.85,Normal / Safe
0.0,5,22,92.93850102164751,149.71426366537557,130.39366125290834,81.22370862286478,98.32961164402245,149.71426366537557,149.07100074113814,104.47323762457354,131.92717108734314,1.17,Normal / Safe
0.0,5,23,90.57572143223172,150.10465400265588,131.8331940002846,77.87639584874258,94.9757895061615,150.10465400265588,145.56745806858478,102.852280027175,133.3896028281466,3.03,Normal / Safe
0.0,15,24,90.46175019541977,149.2254405829974,132.6746610577331,83.16838651582894,96.99916987513046,149.2254405829974,145.46227261562456,104.65679733116399,130.56409918062596,2.99,Normal / Safe
0.0,15,25,92.77257152945907,156.77909723598208,132.85633576603976,82.2033484602709,101.8620052904796,156.77909723598208,148.9770868769587,103.68473075535965,132.75896922049327,1.28,Normal / Safe
0.0,30,26,89.65916439134409,154.00052213365916,130.19980239340475,82.30207066632654,99.4495011490188,154.00052213365916,148.21136105210698,104.35441958511966,130.11968741154743,1.93,Normal / Safe
0.0,30,27,94.34057021169932,151.19282650010663,132.824364517594,78.59369228968595,106.16710787217738,151.19282650010663,150.7651206374808,105.3634354909517,132.8287659776049,3.19,Normal / Safe
0.0,15,28,91.83920828725832,150.2706740713703,134.3894726913892,79.84908760148492,96.80192339608847,150.2706740713703,147.13258462905378,103.86428261768177,131.2064949823274,1.18,Normal / Safe
0.0,30,29,90.19955538941633,150.49824814623858,131.28758203325856,79.52000615113943,104.29636272084329,150.49824814623858,148.60747256644143,102.73911604566496,132.91786194705477,1.67,Normal / Safe
0.0,1,30,92.56594439819061,153.47702647971923,130.00975235079616,83.26557369662777,96.80777579031104,153.47702647971923,146.0801204001053,103.76260803879333,133.8720056804723,2.69,Normal / Safe
0.0,30,31,93.04863857278998,151.89984495056652,131.27812779926475,77.35930899394741,97.73985760611745,151.89984495056652,148.20880616643524,104.00181361119468,132.75593528179166,0.78,Normal / Safe
0.0,30,32,93.45894930034818,153.3167122580617,132.51610219710304,81.88934881432755,100.82351562100442,153.3167122580617,149.54876918924182,102.96559764351431,132.20428294200133,1.87,Normal / Safe
0.0,1,33,93.03027276914895,151.10645862345962,132.65899071015514,80.33725316715473,97.54070170184292,151.10645862345962,148.31139739192858,104.88499046718667,131.53547025135504,1.05,Normal / Safe
0.0,30,34,90.14265372327748,149.7630230085234,134.92692012860363,80.4398722939405,100.5883065349614,149.7630230085234,147.72416239340797,103.90992136681979,131.4941199467657,0.58,Normal / Safe
0.0,30,35,90.75650748361689,150.15972843970454,133.12094040768488,81.4155553981502,98.93729521810755,150.15972843970454,148.17599107496318,105.27766489578842,131.40842861116417,1.42,Normal / Safe
0.0,30,36,93.14671735298856,149.33325428088386,130.70607731765168,81.68589098413622,100.89855731214813,149.33325428088386,144.61876198072358,101.5434068542266,131.92346793864846,4.18,Normal / Safe
0.0,0,37,91.64116280319537,152.28096206660177,131.59343930656718,79.58035797563743,104.73695291951991,152.28096206660177,149.5978406238204,102.20795489986479,131.5532264882101,2.44,Normal / Safe
0.0,1,38,89.83902089178977,151.4039764813788,134.72049986381836,81.10687434267629,99.27021776094499,151.4039764813788,148.12409565370072,103.74158226418257,133.183482320141,1.22,Normal / Safe
0.0,30,39,93.32930294919406,150.649445231029,132.0665258362486,78.7358087830164,100.33652070384416,150.649445231029,145.80736501594643,104.28988281153713,131.8127750436512,2.22,Normal / Safe
0.0,15,40,91.00365883504337,153.04016704937226,128.94438609754178,82.85504842081401,98.09302727377107,153.04016704937226,147.99315575651457,103.31765739887985,131.9518045144642,0.68,Normal / Safe
0.0,0,41,92.97133716352057,151.8040398023573,133.26025673891763,82.20001303760361,97.38076392202622,151.8040398023573,145.87005755051246,103.15306626275233,131.95475037626068,2.29,Normal / Safe
0.0,0,42,92.33613872271563,151.0188886011727,132.14651414782324,79.3404853242168,99.07353052277684,151.0188886011727,148.74699743686818,105.45114360779505,132.9592708260852,1.89,Normal / Safe
0.0,1,43,93.8006173226201,153.72413168536573,131.83360209655572,81.96446368972165,94.64145162278292,153.72413168536573,149.17600961637126,103.84227604174589,130.64494204448206,1.8,Normal / Safe
0.0,30,44,90.86464086423261,149.68738176569784,130.01158458674612,79.34319180762743,97.51531971730415,149.68738176569784,147.9257806708252,103.35467779080251,130.39938899097237,1.73,Normal / Safe
0.0,5,45,90.65237799297746,151.73787875725975,130.01965018946905,83.24718814878153,102.53832036216386,151.73787875725975,147.29623652184296,102.28686547090912,133.3538723741654,2.29,Normal / Safe
0.0,30,46,92.41345273683112,151.41808455245598,128.3216030980264,79.148059272003,98.67411400773344,151.41808455245598,147.9167725625535,104.2593893089997,132.30234829033165,0.41,Normal / Safe
0.0,0,47,92.00786554957728,151.0704708906471,131.32490179278113,81.43427489852125,95.79713871185221,151.0704708906471,147.78643077246807,104.1202956317119,132.51443883405875,0.57,Normal / Safe
0.0,15,48,93.59067022116571,153.31205649537728,130.75816038162642,80.0442033468536,99.72700105824934,153.31205649537728,151.07109838169535,104.1148614682139,133.55126285473298,3.44,Normal / Safe
0.0,1,49,91.15511208280945,154.80888668681635,134.09519036815536,79.91513441348533,102.44886923649925,154.80888668681635,148.78781756903643,104.23346579648025,132.80265225560743,1.15,Normal / Safe
0.0,15,50,93.58763673027438,148.36189077036533,130.22511223100133,77.44115173335985,98.19177949666633,148.36189077036533,149.07631338369396,105.50235705209603,132.07409478041978,1.85,Normal / Safe
0.0,1,51,92.33011149320544,148.17417476614915,133.45294272694102,81.46859918308488,102.63646929967531,148.17417476614915,147.7839260525882,104.12804106855846,131.51866165072028,0.54,Normal / Safe
0.0,5,52,93.68401652719703,148.838206359256,131.81563304017283,80.38704451786731,95.69624428545866,148.838206359256,148.73150991238495,104.7473680316118,131.70930769196895,1.09,Normal / Safe
0.0,0,53,92.70166931931156,151.02259657236849,129.95150282027453,81.2561602895358,97.49028754300275,151.02259657236849,149.56796918951142,103.76414019184932,131.92323609097167,1.59,Normal / Safe
0.0,5,54,88.78121486022509,151.76941187618723,130.17226553807012,78.75951246209604,98.87512189713922,151.76941187618723,146.64982651288912,104.12250549833952,133.97346089160257,2.39,Normal / Safe
0.0,1,55,93.27703139690077,150.06945441619666,130.89538174161353,81.36925660232478,97.35816049098743,150.06945441619666,146.15791897131456,106.3741417434006,131.6892757353828,3.02,Normal / Safe
0.0,0,56,93.27710313856824,149.51809623130518,132.04293083935173,81.95293473445663,96.08319435682779,149.51809623130518,148.1192236777263,105.5237874101938,129.5432529431365,2.89,Normal / Safe
0.0,0,57,90.84337018924334,151.86426189920664,133.78439967192713,80.83500423804453,99.22579783778757,151.86426189920664,146.6874869988129,103.29744888287983,130.80673988436158,1.91,Normal / Safe
0.0,5,58,93.58299649481962,151.98045139200298,130.68903882077237,80.49505611950897,106.12298821047716,151.98045139200298,149.52179903903095,103.55949544112647,133.58203818296377,2.24,Normal / Safe
0.0,30,59,89.71538564167948,149.29620175373913,132.33899591114104,81.75962115684658,98.96631766986108,149.29620175373913,145.54300894642992,104.4965781589648,131.80574861176598,2.51,Normal / Safe
0.0,1,60,91.02403614631726,150.26931192435296,131.11140911364168,79.20401384548028,99.14556488383448,150.26931192435296,146.75357482538345,104.27045682577985,131.94976189055086,1.28,Normal / Safe
0.0,30,61,93.19622630671748,151.21780609042818,134.69274683495846,80.38823853020324,100.69902039155707,151.21780609042818,149.2477272641579,102.25383844133881,134.61669994660159,3.38,Normal / Safe
0.0,30,62,91.00606436158122,151.85589800288975,130.85511126518622,77.79267684900321,94.1173726863505,151.85589800288975,148.07212741999209,104.25972250172148,131.0956833748956,0.94,Normal / Safe
0.0,1,63,93.14637829791353,151.01619724721456,133.32289486557485,77.97269179154839,96.75609003052053,151.01619724721456,144.79179952778603,105.99700815684295,133.98399212768493,4.27,Normal / Safe
0.0,0,64,93.50943921382166,150.13466219571526,133.25353816809772,78.80543971801357,100.58941253374584,150.13466219571526,150.16235293098686,101.52835549987272,131.20310474452953,3.38,Normal / Safe
0.0,30,65,92.67727391302846,151.96570390255647,133.02594245621168,80.28321387196914,101.00430285527014,151.96570390255647,147.7161885107565,104.57930343687222,132.49729177783078,0.81,Normal / Safe
0.0,0,66,91.26859066389126,150.35116271827056,132.59167821356743,79.8685232787696,99.86932457068924,150.35116271827056,151.11310119796815,104.87112470343169,131.67397646783215,3.25,Normal / Safe
0.0,0,67,91.24882042637361,153.86052835286583,132.82879972852115,80.94332567646873,101.12377310090902,153.86052835286583,151.31267578879928,105.99804954228703,130.4204792426874,4.18,Normal / Safe
0.0,1,68,91.64123200095474,152.2346574636175,133.33861622972282,80.64343066883409,96.34555217424605,152.2346574636175,148.43041189183646,104.16519438012058,132.56893667446965,0.73,Normal / Safe
0.0,30,69,92.50774461124162,150.3770681291488,132.9491727991594,83.90603928670659,99.54559876517548,150.3770681291488,148.37233087945052,103.54063910045976,131.1501556305352,1.04,Normal / Safe
0.0,15,70,91.25471145099107,151.5817673222957,132.98805768856462,79.13626357437231,103.92628851332233,151.5817673222957,147.94178157591995,104.08703522814668,131.05265862005788,0.95,Normal / Safe
0.0,1,71,95.38579742163971,149.59954283610563,136.76166320569013,80.77336090698498,91.28120627584697,149.59954283610563,147.42169264004812,105.33043856326908,133.9993172062498,2.47,Normal / Safe
0.0,1,72,90.83931620134464,149.13301794503286,129.33191962664358,82.74406646723378,100.96309696906218,149.13301794503286,147.91662299363432,104.27996862631981,130.87451095270163,1.16,Normal / Safe
0.0,1,73,91.69573067049477,151.0703731524254,134.67324542780412,81.38541192859269,99.65058311094882,151.0703731524254,148.6631749979702,104.25024393257365,130.8602455718433,1.34,Normal / Safe
0.0,0,74,91.05887167343379,150.25691613560312,132.62825912080274,79.91606771240876,95.29516681938776,150.25691613560312,146.35096626275185,104.53776595840695,130.64128848543794,2.2,Normal / Safe
0.0,5,75,90.80524556201362,151.9911628475832,132.71297829031846,82.47825793163615,98.36994990487472,151.9911628475832,146.57869031907114,102.44425002412837,129.2153643552179,3.49,Normal / Safe
0.0,0,76,89.7458524735541,150.60889725266227,130.31187148837967,80.2764449999057,98.98003963610628,150.60889725266227,146.0212824321971,104.80443911011086,131.84278610663554,2.14,Normal / Safe
0.0,15,77,90.92254487574388,152.35883141723576,130.99129822594423,79.5173353492136,100.33619647323522,152.35883141723576,148.0213178332243,106.27665162639883,130.37069738944575,2.8,Normal / Safe
0.0,30,78,89.99055725270931,151.22333534147833,130.4096125890808,78.82308226544957,94.91188918938006,151.22333534147833,145.13311948015897,103.43283683206461,133.1288887430469,3.13,Normal / Safe
0.0,0,79,89.84943714130718,153.19808463327865,132.45465849915087,82.24975124488766,102.1199773194895,153.19808463327865,146.49906957914058,106.42984772865397,133.94973259560123,3.46,Normal / Safe
0.0,15,80,93.86912778874644,147.88991465138778,131.4859686088795,79.94283870100631,94.77746491584654,147.88991465138778,146.8332749686137,102.88942415453417,133.7522704434236,2.38,Normal / Safe
0.0,5,81,93.83330501931191,147.73851465387003,130.84421668374884,79.56395605953918,106.71411707906636,147.73851465387003,148.2235080503505,104.81256059636307,130.1193082307255,2.06,Normal / Safe
0.0,30,82,90.16680828666208,152.0694976452586,131.6395119027628,79.9377687886756,101.13287990461048,152.0694976452586,148.66639496722905,103.63903383418092,133.15932980336424,1.39,Normal / Safe
0.0,1,83,91.58628565159701,149.41370312285,131.09484561764586,80.11431659312917,103.08945930632012,149.41370312285,149.15487933779448,104.33031906824262,132.87000990756408,1.48,Normal / Safe
0.0,1,84,90.13774815357631,149.77554188641773,133.97364976242324,77.87033942959268,101.26905470786214,149.77554188641773,145.88046348198733,105.24669473652959,129.83012231295913,3.28,Normal / Safe
0.0,0,85,91.44954020167943,151.70859496425905,132.24962272314434,79.0360302875625,98.94033081152763,151.70859496425905,148.5004652971759,103.9357073128895,130.65729344149372,1.43,Normal / Safe
0.0,30,86,92.4617026533381,148.43474741101505,129.97772186684142,81.61489614103407,99.51259631438383,148.43474741101505,147.72402499547098,104.0184339330654,132.34758170536168,0.44,Normal / Safe
0.0,1,87,93.65453790016667,152.7271380616971,132.18097083899218,82.46813792462447,98.97529029881376,152.7271380616971,150.03873644081582,103.85130357588778,131.32075808328656,2.15,Normal / Safe
0.0,30,88,91.15794971135651,151.47130559942568,131.36367665218233,79.5306859572655,101.7341285874137,151.47130559942568,146.62518126283683,104.71162265047083,130.66725552921173,2.04,Normal / Safe
0.0,1,89,89.23868865300253,149.08063454989644,131.0627721334565,80.53913657531625,100.55297706140738,149.08063454989644,146.9113842802698,104.18676676447708,131.2446170676467,1.34,Normal / Safe
0.0,15,90,93.23662308238619,150.8130793279848,133.12205208894258,82.75145744584644,98.61691244816768,150.8130793279848,148.83271793306668,102.24521315942476,131.87610602125943,1.95,Normal / Safe
0.0,30,91,92.42533710591637,150.57907597575277,132.56187766417648,78.92675749887749,92.64192789588407,150.57907597575277,147.4737020395397,102.9540873311429,130.21944331678952,2.13,Normal / Safe
0.0,5,92,91.05954941331835,153.71867283699538,133.06162790318322,79.6562998361586,100.89722321716657,153.71867283699538,149.4588316744401,104.6218099622172,130.42977528010954,2.23,Normal / Safe
0.0,0,93,93.47858407523535,150.10830317779266,132.32626185854033,83.41880692724152,101.0748620428526,150.10830317779266,149.92922268265966,104.8048031787338,132.93025334595353,2.29,Normal / Safe
0.0,30,94,92.40057557802268,152.10167921117545,131.5750270262511,80.68308090175451,98.06896315213204,152.10167921117545,148.1735272329918,102.74900366901815,134.60597746695953,2.9,Normal / Safe
0.0,5,95,90.7711034096678,151.92356312374682,131.70599605313652,79.05428873485417,100.97065009867303,151.92356312374682,149.18747372188417,103.93312367552274,131.33637404861793,1.36,Normal / Safe
0.0,30,96,89.89226011645331,151.75155001527602,130.4362726886593,82.41689024385725,98.21691824025962,151.75155001527602,148.20247708122955,104.41257039664413,130.07031540368584,1.98,Normal / Safe
0.0,5,97,93.84524197018573,152.25409157673928,128.02912068015374,81.59431414995372,98.34568830487817,152.25409157673928,149.49378629307773,104.25616145843382,131.98011838971112,1.52,Normal / Safe
0.0,15,98,92.12342598391314,152.59822056259802,131.22406732484944,82.61402116027837,105.89669437085774,152.59822056259802,147.4557421593405,103.55449747859923,133.4533844771177,1.61,Normal / Safe
0.0,15,99,90.69105405894348,152.19048691297053,131.54945926786706,79.29281962500951,95.98165232074952,152.19048691297053,146.4236320632577,102.06632169889244,130.79260416835362,2.77,Normal / Safe
1.0,0,0,92.91,147.88,134.25,82.1,94.78,147.88,145.0,107.0,129.0,5.2,Low Risk
1.0,0,1,94.82,145.15,128.09,79.39,88.41,145.15,144.0,107.0,132.0,5.0,Low Risk
1.0,0,2,92.38,150.05,131.95,80.14,98.0,150.05,147.0,105.0,132.0,1.41,Low Risk
1.0,1,0,86.97,148.25,129.34,80.29,105.4,148.25,145.0,103.0,132.0,3.16,Low Risk
1.0,1,1,89.73,148.99,128.41,79.14,101.43,148.99,145.0,104.0,133.0,3.16,Low Risk
1.0,1,2,86.95,146.72,124.13,78.22,103.87,146.72,143.0,103.0,134.0,5.48,Low Risk
1.0,2,0,90.79,142.45,123.66,78.65,92.49,142.45,140.0,106.0,133.0,8.31,Low Risk
1.0,2,1,86.11,146.27,123.75,78.33,104.88,146.27,143.0,103.0,134.0,5.48,Low Risk
1.0,2,2,86.87,141.55,125.81,80.92,98.51,141.55,139.0,106.0,131.0,9.27,Low Risk
1.0,5,0,86.99,138.92,120.95,79.17,95.32,138.92,136.0,106.0,132.0,12.17,Low Risk
1.0,5,1,92.32,136.47,118.12,77.1,82.49,136.47,136.0,109.0,133.0,13.04,Low Risk
1.0,5,2,83.46,139.53,123.04,80.73,102.48,139.53,137.0,106.0,131.0,11.22,Low Risk
1.0,10,0,83.69,131.09,113.41,78.37,92.21,131.09,130.0,107.0,133.0,18.28,Low Risk
1.0,10,1,85.98,135.84,117.51,78.53,93.6,135.84,134.0,107.0,132.0,14.32,Low Risk
1.0,10,2,82.03,134.31,116.23,79.18,99.25,134.31,133.0,106.0,132.0,15.13,Low Risk
1.0,15,0,83.58,133.81,114.31,77.92,95.72,133.81,132.0,107.0,133.0,16.31,Low Risk
1.0,15,1,84.96,131.4,114.51,78.65,90.12,131.4,130.0,108.0,132.0,18.44,Low Risk
1.0,15,2,84.82,126.82,112.68,79.46,84.46,126.82,126.0,110.0,131.0,22.83,Low Risk
1.0,30,0,79.64,125.19,109.03,78.91,92.79,125.19,124.0,109.0,132.0,24.52,Low Risk
1.0,30,1,85.53,124.51,112.76,80.5,79.82,124.51,125.0,112.0,130.0,24.43,Low Risk
1.0,30,2,76.0,126.1,110.34,80.11,101.32,126.1,125.0,107.0,131.0,23.22,Low Risk
1.0,45,0,81.74,126.91,110.07,78.38,90.76,126.91,126.0,109.0,132.0,22.56,Low Risk
1.0,45,1,78.93,123.39,110.26,80.69,91.87,123.39,123.0,109.0,130.0,25.57,Low Risk
1.0,45,2,79.41,120.95,104.29,77.54,87.58,120.95,120.0,110.0,132.0,28.64,Low Risk
1.0,60,0,76.48,124.65,106.61,78.33,98.54,124.65,123.0,107.0,133.0,25.2,Low Risk
1.0,60,1,81.31,121.87,106.66,78.31,84.87,121.87,121.0,110.0,132.0,27.66,Low Risk
1.0,60,2,81.11,122.23,107.56,78.85,85.77,122.23,122.0,110.0,132.0,26.68,Low Risk
1.0,90,0,76.23,119.83,102.97,77.96,92.79,119.83,119.0,109.0,133.0,29.44,Low Risk
1.0,90,1,74.63,122.38,102.71,77.21,99.51,122.38,121.0,107.0,134.0,27.24,Low Risk
1.0,90,2,78.25,122.36,105.45,78.06,91.93,122.36,122.0,109.0,133.0,26.5,Low Risk
1.0,120,0,79.5,119.08,101.41,76.18,84.75,119.08,119.0,110.0,134.0,29.68,Low Risk
1.0,120,1,77.27,114.31,98.34,76.64,82.64,114.31,115.0,111.0,133.0,33.75,Low Risk
1.0,120,2,73.54,116.38,103.88,80.79,93.88,116.38,116.0,110.0,131.0,32.57,Low Risk
1.0,180,0,73.81,116.11,104.61,81.38,92.9,116.11,116.0,110.0,130.0,32.62,Low Risk
1.0,180,1,75.46,119.46,97.91,74.89,93.92,119.46,118.0,108.0,135.0,30.41,Low Risk
1.0,180,2,75.91,114.4,99.69,78.1,85.78,114.4,114.0,111.0,132.0,34.71,Low Risk
1.0,240,0,78.38,110.6,100.65,80.29,74.29,110.6,112.0,114.0,130.0,37.42,Low Risk
1.0,240,1,76.57,114.0,95.01,74.36,83.72,114.0,114.0,111.0,134.0,34.77,Low Risk
1.0,240,2,76.07,114.19,100.05,78.43,85.12,114.19,115.0,111.0,131.0,33.75,Low Risk
1.0,300,0,75.41,119.47,97.6,74.69,94.04,119.47,118.0,108.0,135.0,30.41,Low Risk
1.0,300,1,72.28,115.2,98.97,78.22,95.02,115.2,115.0,109.0,133.0,33.39,Low Risk
1.0,300,2,79.42,117.17,99.39,75.44,82.15,117.17,117.0,110.0,134.0,31.64,Low Risk
1.0,360,0,79.33,110.2,95.56,75.36,71.45,110.2,112.0,113.0,133.0,37.12,Low Risk
1.0,360,1,72.16,112.6,93.35,75.3,91.59,112.6,112.0,109.0,134.0,36.4,Low Risk
1.0,360,2,76.84,113.1,93.07,73.02,81.75,113.1,113.0,110.0,135.0,35.64,Low Risk
1.0,480,0,71.25,113.32,98.71,79.14,94.66,113.32,113.0,110.0,132.0,35.51,Low Risk
1.0,480,1,80.29,121.12,97.44,72.2,85.96,121.12,121.0,108.0,137.0,27.75,Low Risk
1.0,480,2,71.33,105.98,97.0,81.76,83.38,105.98,106.0,114.0,129.0,43.28,Low Risk
1.1,0,0,89.56,149.75,130.16,79.79,102.5,149.75,146.0,104.0,132.0,2.0,Low Risk
1.1,0,1,91.58,154.2,132.47,79.15,103.56,154.2,151.0,102.0,133.0,3.74,Low Risk
1.1,0,2,91.52,147.89,126.98,78.43,97.19,147.89,145.0,104.0,133.0,3.16,Low Risk
1.1,1,0,87.83,144.93,131.82,82.65,100.46,144.93,142.0,106.0,129.0,7.0,Low Risk
1.1,1,1,89.68,148.04,125.02,77.73,100.52,148.04,145.0,103.0,134.0,3.74,Low Risk
1.1,1,2,85.74,142.19,124.35,80.07,101.25,142.19,140.0,105.0,132.0,8.06,Low Risk
1.1,2,0,94.17,139.34,125.99,80.68,82.66,139.34,139.0,109.0,131.0,10.34,Low Risk
1.1,2,1,85.08,144.6,124.63,79.49,104.97,144.6,141.0,104.0,133.0,7.07,Low Risk
1.1,2,2,87.31,141.68,121.51,78.43,97.85,141.68,139.0,105.0,133.0,9.11,Low Risk
1.1,5,0,86.67,135.09,114.84,77.02,91.4,135.09,134.0,106.0,134.0,14.28,Low Risk
1.1,5,1,81.5,136.98,123.26,82.12,103.27,136.98,135.0,106.0,129.0,13.49,Low Risk
1.1,5,2,85.82,136.1,119.38,79.58,94.22,136.1,135.0,107.0,132.0,13.34,Low Risk
1.1,10,0,87.24,132.71,113.21,76.7,87.38,132.71,131.0,108.0,133.0,17.49,Low Risk
1.1,10,1,86.64,133.34,119.05,80.37,89.32,133.34,132.0,109.0,130.0,16.88,Low Risk
1.1,10,2,83.87,128.38,110.33,77.4,88.42,128.38,128.0,108.0,133.0,20.42,Low Risk
1.1,15,0,87.08,134.63,111.49,74.98,90.06,134.63,133.0,107.0,135.0,15.59,Low Risk
1.1,15,1,80.98,133.84,108.7,75.32,100.72,133.84,131.0,104.0,136.0,17.46,Low Risk
1.1,15,2,79.44,131.38,110.84,77.7,100.82,131.38,129.0,106.0,134.0,19.21,Low Risk
1.1,30,0,80.1,124.58,108.98,79.03,91.05,124.58,124.0,109.0,132.0,24.52,Low Risk
1.1,30,1,84.34,125.35,109.9,78.26,83.42,125.35,125.0,110.0,132.0,23.77,Low Risk
1.1,30,2,73.97,124.93,105.44,78.09,104.02,124.93,123.0,106.0,133.0,25.1,Low Risk
1.1,45,0,75.32,119.95,104.65,79.28,94.88,119.95,119.0,109.0,131.0,29.44,Low Risk
1.1,45,1,81.72,118.61,105.75,79.1,79.29,118.61,119.0,112.0,131.0,30.1,Low Risk
1.1,45,2,77.52,121.6,108.67,80.74,92.43,121.6,121.0,110.0,130.0,27.73,Low Risk
1.1,60,0,79.8,124.87,103.59,75.42,92.04,124.87,123.0,108.0,135.0,25.5,Low Risk
1.1,60,1,76.1,120.19,104.78,79.08,93.54,120.19,120.0,109.0,132.0,28.44,Low Risk
1.1,60,2,78.72,117.61,104.33,79.31,84.33,117.61,118.0,111.0,131.0,30.82,Low Risk
1.1,90,0,77.78,126.04,107.49,78.03,97.63,126.04,125.0,107.0,133.0,23.22,Low Risk
1.1,90,1,74.54,117.63,97.47,75.54,93.41,117.63,117.0,108.0,134.0,31.32,Low Risk
1.1,90,2,75.33,119.43,105.48,80.06,94.17,119.43,119.0,110.0,131.0,29.63,Low Risk
1.1,120,0,74.16,114.89,93.9,74.13,90.4,114.89,114.0,109.0,135.0,34.5,Low Risk
1.1,120,1,75.86,113.66,98.75,77.73,84.81,113.66,114.0,111.0,132.0,34.71,Low Risk
1.1,120,2,73.72,116.57,95.07,74.53,93.74,116.57,115.0,108.0,135.0,33.38,Low Risk
1.1,180,0,70.92,121.0,94.4,73.66,105.54,121.0,118.0,105.0,137.0,30.43,Low Risk
1.1,180,1,72.03,120.12,106.98,81.35,102.09,120.12,119.0,108.0,131.0,29.29,Low Risk
1.1,180,2,71.81,113.51,99.29,79.33,93.68,113.51,113.0,110.0,131.0,35.52,Low Risk
1.1,240,0,79.8,110.11,96.1,75.71,70.19,110.11,112.0,113.0,132.0,37.11,Low Risk
1.1,240,1,76.95,114.37,95.7,74.62,83.44,114.37,114.0,110.0,134.0,34.58,Low Risk
1.1,240,2,74.21,108.94,96.12,78.48,81.29,108.94,109.0,113.0,131.0,40.04,Low Risk
